layer_id,shp_file,geom_type,feature_count,crs,extent,field_name,field_type
Eth_Zones_New,Eth_Zones_New.shp,Polygon,74,"GEOGCRS[""WGS 84"",","(33.001536, 3.398548) - (47.958228, 14.845692)",ZONENAME,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",OBJECTID,Integer
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",W_NAME,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Z4ID,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",EASE_Z4ID,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",REGION_R2I,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Area_km2,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Shape_Leng,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Shape_Area,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Pop_04,Integer
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Pop_Den,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",LINK_ID,Integer
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",Admin_Unit,String
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",W6ID,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_All,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_All_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_All_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_0_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_0_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_0_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_5_9,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_5_9,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_5_9,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_10_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_10_1,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_10_1,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_15_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_15_1,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_15_1,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_20_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_20_2,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_20_2,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_25_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_25_2,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_25_2,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_30_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_30_3,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_30_3,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_35_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_35_3,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_35_3,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_40_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_40_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_40_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_45_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_45_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_45_4,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_50_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_50_5,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_50_5,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_55_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_55_5,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_55_5,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_60_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_60_6,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_60_6,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_65_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_65_6,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_65_6,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",MF_All_70_,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",M_All_70_7,Real
EthioWoredasNew,EthioWoredasNew.shp,Polygon,532,"GEOGCRS[""WGS 84"",","(32.999230, 3.400880) - (47.960530, 14.852220)",F_All_70_7,Real
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",FNODE_,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",TNODE_,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",LPOLY_,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RPOLY_,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",LENGTH,Real
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLINE_,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLINE_ID,Integer64
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLNTYPE,Integer
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLNTYPETX,String
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLNSTAT,Integer
Ethio_roads,Ethio_roads.shp,Line,1786,"GEOGCRS[""WGS 84"",","(33.006302, 3.440106) - (47.949379, 14.809500)",RDLNSTATTX,String
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",AREA,Real
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",PERIMETER,Real
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",WEREDA,String
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",TABIA,String
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",T8ID,String
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",SQ_KM,Real
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",HECTARES,Real
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",ZONES,String
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",LENGTH,Real
TigraiTabiasNew,TigraiTabiasNew.shp,Polygon,748,"PROJCRS[""WGS 84 / UTM zone 37N"",","(213444.750000, 1355035.750000) - (607154.812500, 1654728.875000)",DENSITY,Real
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",FNODE_,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",TNODE_,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",LPOLY_,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",RPOLY_,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",LENGTH,Real
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",ETTOPOL01C,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",ETTOPOL0_1,Integer64
TigrayContour,TigrayContour.shp,Line,805,"PROJCRS[""Adindan / UTM zone 37N"",","(227239.176557, 1355057.844373) - (595220.125000, 1645334.893633)",ELEVATION,Integer64
TigrayHealth2006,TigrayHealth2006.shp,Point,729,(unknown),"(226852.000000, 138155.000000) - (999868.000000, 58324602265790775512818934328062380370204061125905757621900627630504127784873829166706231314797131290131351555290081397079016567616702065739258411806660475789030824119593008819537508515711602030597672321539487027096811201764043838550179840.000000)",Object_ID_,Integer
